Virus Family,Virus Genus,Virus Species,Detected 2008? (Y/N),Detected 2020 (Y),Recorded zoonosis event (Y/N),Does it cause disease in host (Y/N),Notes,Key reference,Ratified by ICTV
Papillomaviridae,Treiszetapapillomavirus,Treiszetapapillomavirus 1  (Fulmarus glacialis papillomavirus 1),N,Y,N,Y,,Gaynor_2014_VetPath,Y
Papillomaviridae,Unassigned,Duck papillomavirus,N,Y,N,N,,Fawaz_2016_GetPath,N
Papillomaviridae,Unassigned,Duck papillomavirus 2,N,Y,N,N,,Williams_2018_SciRep,N
Papillomaviridae,Unassigned,Duck papillomavirus 3   ,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Gull papillomavirus 1   ,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Gull papillomavirus 2   ,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Gull papillomavirus 3   ,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 1   ,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 2,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 3,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 4,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 5,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 6,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Kittiwake papillomavirus 7,N,Y,N,N,,Canuti_2019_Frontiers,N
Papillomaviridae,Unassigned,Puffin papillomavirus 1   ,N,Y,N,N,,Canuti_2019_Frontiers,N
Paramyxoviridae,Avulavirus,Avian Avulavirus 1 (Newcastle Disease Virus),Y,Y,Y,Y,,Alexander_1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 10,N,Y,N,N,,Miller_2010_JVI,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 11,N,Y,N,N,,Briand_2012_JVI,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 12,N,Y,N,N,,Terregino_2013_ArchVirol,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 13,N,Y,N,N,,"Yamamoto_2015_AvPath, ICTV",Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 14,N,Y,N,N,,Thampaisarn_2017_Virus Res,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 15,N,Y,N,N,,Thomazelli_2017_PLOS,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 16,N,Y,N,N,,Lee_2017_Frontiers,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 17,N,Y,N,N,,Wille_2019_JVI; Neira_2018_EID,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 18,N,Y,N,N,,Wille_2019_JVI; Neira_2018_EID,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 19,N,Y,N,N,,Wille_2019_JVI; Neira_2018_EID,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 2,Y,Y,N,Y,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 20,N,Y,N,N,,Karamendin_2017_PLOS,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 3,Y,Y,N,Y,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 4,Y,Y,N,N,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 5,Y,Y,N,N,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 6,Y,Y,N,Y,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 7,Y,Y,N,Y,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 8,Y,Y,N,N,,Alexander _1997. ,Y
Paramyxoviridae,Avulavirus,Avian Avulavirus 9,Y,Y,N,N,,Alexander _1997. ,Y
Parvoviridae,Aveparvovirus,"Galliform aveparvovirus 1 (Chicken parvovirus, gallus gallus parvovirus, chicken parvovirus)",Y,Y,N,Y,,Zsak_2011_AvPath,Y
Parvoviridae,Aveparvovirus,Passerine Aveparvovirus,N,Y,N,N,,de Souza_2018_Viruses,N
Parvoviridae,Chapparvovirus,Australian Shelduck Parvovirus,N,Y,N,N,,Wille_2019_ISME,N
Parvoviridae,Chapparvovirus,Avian chapparvovirus,N,Y,N,N,,Duarte_2019_Viruses,N
Parvoviridae,Chapparvovirus,Chicken chapparvovirus 1,N,Y,N,Y,,Lima_2019_VirusRes,N
Parvoviridae,Chapparvovirus,Chicken chapparvovirus 2,N,Y,N,Y,,Lima_2019_VirusRes,N
Parvoviridae,Chapparvovirus,Lorikeet Chapparvovirus,N,Y,N,Y,,Chang_2020_bioRxiv,N
Parvoviridae,Chapparvovirus,Peafowl parvovirus 1,N,Y,N,Y,,Liu_2020_Virology,N
Parvoviridae,Chapparvovirus,Peafowl parvovirus 2,N,Y,N,Y,,Liu_2020_Virology,N
Parvoviridae,Chapparvovirus,Turkey parvovirus TP1-2012/HUN,N,Y,N,Y,,Teuter_2014_ARchVirolo,N
Parvoviridae,Dependoparvovirus,Avian adeno-associated virus,Y,Y,N,Y,,Yates_1973_InfectImmun,Y
Parvoviridae,Dependoparvovirus ,"Anseriform dependoparvovirus 1 (Duck Parvovirus, Goose Parvovirus)",Y,Y,N,Y,,Zadori_1994_AvianPathology,Y
Parvoviridae,Dependovirus,Pacific black duck_adeno-associated virus,N,Y,N,N,,Vibin_2018_SciRep,N
Parvoviridae,Unclassified,Pigeon parvovirus A,N,Y,N,N,,Phan_2013_PLOS,N
Peribunyaviridae,Orthobunyavirus,"Bertioga virus (Cananeia virus, Itimirim Virus, Guaratuba virus)",Y,Y,N,N,arbovirus,Calisher_1983_AmJTRopMed,Y
Peribunyaviridae,Orthobunyavirus,Bunyamwera virus,N,Y,Y,N,arbovirus,Taruro_2009_VetMicro,Y
Peribunyaviridae,Orthobunyavirus,Cache Valley Virus (Choulul Virus),Y,Y,Y,N,arbovirus,Blitvich_2012_AmJTropMEd,Y
Peribunyaviridae,Orthobunyavirus,Caraparu Virus,Y,Y,Y,N,arbovirus,Shope_1966_AmJEpi,Y
Peribunyaviridae,Orthobunyavirus,Guaroa Virus,Y,Y,Y,N,arbovirus,Shope_1966_AmJEpi,Y
Peribunyaviridae,Orthobunyavirus,Kedah fatal kidney syndrome virus,N,Y,N,Y,arbovirus,Payla_2019_EID,N
Peribunyaviridae,Orthobunyavirus,Khurdun Virus,N,Y,N,N,arbovirus,Al'khovskii_2013_VoprVirusl_no article downloaded,Y
Peribunyaviridae,Orthobunyavirus,Mermet Virus,Y,Y,N,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Peribunyaviridae,Orthobunyavirus,Sedlec virus,N,Y,N,N,arbovirus; old virus but only recently sequenced?,Bakonyi,N
Peribunyaviridae,Orthobunyavirus,Tacaiuma Virus,Y,Y,Y,N,arbovirus,Shope_1966_AmJEpi,Y
Peribunyaviridae,Orthobunyavirus,"Tete Virus (Bahig Virus, Matruh Virus, Tsuruse Virus, Batama Virus)",Y,Y,N,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Peribunyaviridae,Orthobunyavirus,Turlock Virus (Umbre Virus),Y,Y,N,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Peribunyaviridae,Unassigned,Buffalo Bayou virus,N,Y,N,Y,,Walker_2019_Viruses,N
Phenuiviridae,Phlebovirus,Albatross Island virus,N,Y,N,N,arbovirus,Gauci_2015_EID,N
Phenuiviridae,Phlebovirus,Arumowot Virus,N,Y,N,N,arbovirus; old virus but only recently sequenced?,Berther_2016_VectorBourne,Y
Phenuiviridae,Phlebovirus,Bonden Virus,N,Y,N,N,arbovirus,Petterson_2020_bioRxiv,N
Phenuiviridae,Phlebovirus,"Candiru Virus (Alenquer virus (ALEV), Ariquemes virus (ARQV), Candirñ virus (CDUV), Itaituba virus (ITAV), Jacund_ virus (JCNV), Maldonado virus (MLOV), Morumbi virus (MR(M)BV), Mucura virus (MCRV/MRAV), Nique virus (NIQV), Oriximin_ virus (ORXV), Serra Norte virus (SRNV))",Y,Y,Y,N,arbovirus,Shope_1966_AmJEpi,Y
Phenuiviridae,Phlebovirus,Catch-me-Cave virus,N,Y,N,N,arbovirus,Major_2009_PloS,Y
Phenuiviridae,Phlebovirus,Chiz_ virus,N,Y,N,N,arbovirus,Chastel_1999_ActaVirol; Palacious_2012_JVI,N
Phenuiviridae,Phlebovirus,Huaiyangshan_virus (Severe fever with thrombocytopenia syndrome virus),N,Y,Y,N,arbovirus,Zhang_2016_CurrOPVirol; Li_2019_PloS,Y
Phenuiviridae,Phlebovirus,Hunter Island group virus,N,Y,N,N,arbovirus,Wang_2014_EID,N
Phenuiviridae,Phlebovirus,Itaporanga Virus,Y,Y,Y,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Phenuiviridae,Phlebovirus,Murre Virus,N,Y,N,N,arbovirus,Palacious_2012_JVI,N
Phenuiviridae,Phlebovirus,Piguzov Virus,N,Y,N,N,arbovirus,Wille_2020_ISME,N
Phenuiviridae,Phlebovirus,Precarious Point virus,N,Y,N,N,arbovirus,Major_2009_PloS,Y
Phenuiviridae,Phlebovirus,Ronne Virus,N,Y,N,N,arbovirus,Wille_2020_ISME,N
Phenuiviridae,Phlebovirus,Uukuniemi Virus,Y,Y,N,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Picobirnaviridae,Picobirnavirus,Grey Teal Picobirnavirus A,N,Y,N,N,,Wille_2019_ISME,N
Picobirnaviridae,Picobirnavirus,Grey Teal Picobirnavirus B,N,Y,N,N,,Wille_2019_ISME,N
Picobirnaviridae,Picobirnavirus,Grey Teal Picobirnavirus C,N,Y,N,N,,Wille_2019_ISME,N
Picobirnaviridae,Picobirnavirus,Pink-eared Duck Picobirnavirus,N,Y,N,N,,Wille_2019_ISME,N
Picobirnaviridae,Picobirnavirus,Shelduck Picobirnavirus I,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picobirnaviridae,Picobirnavirus,Shelduck Picobirnavirus II,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picobirnaviridae,Picobirnavirus,Shelduck Picobirnavirus III (partial),N,Y,N,N,,Wille_2018_Mol Ecol,N
Picornaviridae,Aalivirus,Duck Aalivirus (Duck picornavirus GL/12),N,Y,N,Y,,Wang_2014_JGenVirol,Y
Picornaviridae,Avihepatovirus,Avihepatovirus A (Duck Hepatisis Virus),Y,Y,N,Y,,Tseng_2007_VirusRes1,Y
Picornaviridae,Avihepatovirus,Wild Duck Avihepatovirus,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picornaviridae,Avisivirus,Avisivirus A (Turkey Avisivirus),N,Y,N,Y,,Ng_2013_GenomeA,Y
Picornaviridae,Avisivirus,Avisivirus B (Chicken picornavirus 2),N,Y,N,N,,Lau_2014_JGenVirol,Y
Picornaviridae,Avisivirus,Avisivirus C (Chicne picornavirus 3),N,Y,N,N,,Lau_2014_JGenVirol,Y
Picornaviridae,Avisivirus,Avisivirus Pf/CHK1/AsV,N,Y,N,Y,,Boros_2015_Virology,N
PIcornaviridae,Gallivirus,Chicken Gallivirus 1,N,Y,N,N,,Lau_2014_JGenVirol,N
PIcornaviridae,Gallivirus,Galiivirus A (Turkey Gallivirus),N,Y,N,Y,,Boros_2012_JGenVirol,Y
PIcornaviridae,Gallivirus,Galiivirus Pf-CHK1/GV,N,Y,N,Y,,Boros_2015_Virology,N
Picornaviridae,Gallivirus,Red-necked stint Gallivirus,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Harkavirus,Falcovirus A1,N,Y,N,N,,Boros_2015_JGenVirol,Y
Picornaviridae,Megrivirus,Avocet Megrivirus,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picornaviridae,Megrivirus,Avocet Megrivirus,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picornaviridae,Megrivirus,Chicken Megrivirus,N,Y,N,N,,Boros_2013_JGenVirol,N
Picornaviridae,Megrivirus,Duck Megrivirus,N,Y,N,N,,Liao_2014_VetMicro,N
Picornaviridae,Megrivirus,Megrivirus A (Goose megrivirus),N,Y,N,N,,Wang_2017_JGEnVirol,Y
Picornaviridae,Megrivirus,"Megrivirus B (Picornavirus HK21, MEsivirus)",N,Y,N,N,,Phan_2013_PLOS,Y
Picornaviridae,Megrivirus,Megrivirus D (Harrier Picornavirus 1),N,Y,N,N,,Boros_2017_ArchVirol,Y
Picornaviridae,Megrivirus,Melegrivirus A (Turkey Hepatitis virus),N,Y,N,Y,,Honkavuori_2011_EID,Y
Picornaviridae,Megrivirus,Pacific Black Duck Megrivirus,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Megrivirus,Penguin Megrivirus (Megrivirus E),N,Y,N,N,,Yinda_2019_Arch Virol,N
Picornaviridae,Megrivirus,Pink-eared Duck Megrivirus,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Megrivirus,Sharp-tailed Sandpiper Megrivirus,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Megrivirus,Turkey Megrivirus,N,Y,N,N,,Boros_2013_JGenVirol,N
Picornaviridae,Mosavirus,Mosavirus A2 (SZAL6-MoV/2011/HUN,N,Y,N,N,,Reuter_2014_ArchVirol,Y
Picornaviridae,Orivirus,Orivirus A,N,Y,N,N,,Boros_2014_InfGenEvol,Y
Picornaviridae,Orivirus,Orivirus Pf-CHK1/OrV-A2,N,Y,N,Y,,Boros_2015_Virology,N
Picornaviridae,Oscivirus,Oscivirus A1 (Turdivirus 2),N,Y,N,Y,,Woo_2010_JGEnVirol,Y
Picornaviridae,Oscivirus,Oscivirus A2 (Turdivirus 3),N,Y,N,Y,,Woo_2010_JGEnVirol,Y
Picornaviridae,Passerivirus,Passerivirus A1 (Turdivivirus 1),N,Y,N,Y,,Woo_2010_JGEnVirol,Y
Picornaviridae,Passerivirus,Passerivirus sp. strain waxbill/DB01/HUN/2014,N,Y,N,Y,,Pankovics_2018_ArchVirol,N
Picornaviridae,Poecivirus,Poecivirus A,N,Y,N,Y,,Zylberg_2016_mBio,Y
Picornaviridae,Sapelovirus,Australian Shelduck Sapelovirus-like,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Sapelovirus,Avian Sapelovirus,Y,Y,N,Y,,Tseng_2007_VirusRes2,Y
Picornaviridae,Sapelovirus,Pink-eared Duck Picornavirus,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Sicinivirus,Chicken Sicinivirus JSY,N,Y,N,Y,,Zhou_2015_PLoS,N
Picornaviridae,Sicinivirus,Sicinivirus A,N,Y,N,Y,,Boros_2015_Virology,Y
Picornaviridae,Sicinivirus,Sinicivirus UCCI,N,Y,N,N,,Bullman_2014_JGenVirol,N
Picornaviridae,Tremovirus,Tremovirus A (Avian enchephalomelitis Virus),Y,Y,N,Y,only more recently sequenced,Marvil_1999_JGenVirol,Y
Picornaviridae,Unassigned,Amundsen Virus,N,Y,N,N,,Wille_2020_ISME,N
Picornaviridae,Unassigned,Black and White bird picornavirus,N,Y,N,Y,,Chang_2020_bioRxiv,N
Picornaviridae,Unassigned,Chicken picornavirus,N,Y,N,Y,,Day_2016_AvDis,N
Picornaviridae,Unassigned,Chicken picornavirus 1 (55C),N,Y,N,N,,Lau_2014_JGenVirol,N
Picornaviridae,Unassigned,Chicken picornavirus 4 (5C),N,Y,N,N,,Lau_2014_JGenVirol,N
Picornaviridae,Unassigned,Chicken picornavirus 5 (27C),N,Y,N,N,,Lau_2014_JGenVirol,N
Picornaviridae,Unassigned,Chicken picornavirus HK-2014,N,Y,N,Y,,Kim_2020_VirolJ,N
Picornaviridae,Unassigned,Chicken picornavirus UCC/PhV,N,Y,N,N,,Bullman_2014_JGenVirol,N
Picornaviridae,Unassigned,Chicken picornavirus UCC13 strain UCC13/PhV,N,Y,N,N,,Bullman_2014_JGenVirol,N
Picornaviridae,Unassigned,Chicken proventriculitis virus,N,Y,N,Y,,Kim_2015_ARchVirol,N
Picornaviridae,Unassigned,Falcon Picornavirus,N,Y,N,N,,Pankovics_2017_InfGenEvol,N
Picornaviridae,Unassigned,Goose Picornavirus,N,Y,N,N,,Boros_2017_ARchVirol,N
Picornaviridae,Unassigned,Kestrel picornavirus,N,Y,N,N,,Pankovics_2017_InfGenEvol,N
Picornaviridae,Unassigned,Lorikeet hepatovirus,N,Y,N,Y,,Chang_2020_bioRxiv,N
Picornaviridae,Unassigned,Phacovirus,N,Y,N,Y,,Boros_2015_Virology,N
Picornaviridae,Unassigned,Picornavirus chicken/CHK1/USA/2010 (CHK167/166/165/etc),N,Y,N,N,,Farkas_2011_VirusGenes,N
Picornaviridae,Unassigned,Picornavirus chicken/CHK148/149/TRK22/CHK177/178/USA/2010,N,Y,N,N,,Farkas_2011_VirusGenes,N
Picornaviridae,Unassigned,Pigeon mesivirus 2,N,Y,N,N,,Phan_2013_PLOS,N
Picornaviridae,Unassigned,Pigeon picornavirus A,N,Y,N,N,,Kofstad_2011_PloS,N
Picornaviridae,Unassigned,Pigeon picornavirus B,N,Y,N,N,,Kofstad_2011_PloS,N
Picornaviridae,Unassigned,Pingu Virus,N,Y,N,N,,de Souza_2019_Virus Evol,N
Picornaviridae,Unassigned,Quail picornavirus QPV1/HUN/2010,N,Y,N,N,,Pankovics_2012_ARchVirol,N
Picornaviridae,Unassigned,Red-necked Stint Picornavirus B-like,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Unassigned,Ross Virus,N,Y,N,N,,Wille_2020_ISME,N
Picornaviridae,Unassigned,scott virus ,N,Y,N,N,,Wille_2020_ISME,N
Picornaviridae,Unassigned,Sharp-tailed Sandpiper Picornavirus B-like,N,Y,N,N,,Wille_2019_ISME,N
Picornaviridae,Unassigned,Shirase Virus,N,Y,N,N,,Wille_2020_ISME,N
Picornaviridae,Unassigned,Wedell Virus ,N,Y,N,N,,Wille_2020_ISME,N
Picornaviridae,Unclassified,Avocet Picornavirus,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picornaviridae,Unclassified,Avocet Picornavirus B-like A,N,Y,N,N,,Wille_2018_Mol Ecol,N
Picornaviridae,Unclassified,Avocet Picornavirus B-like B [variant 1],N,Y,N,N,,Wille_2018_Mol Ecol,N
Pneumoviridae,Metapneumavirus,Avian Metaneumovirus,Y,Y,Y,Y,,Kayali_2011_VectorZoo,Y
Polyomaviridae,Avipolyomavirus,Adelie Penguin polyomavirus (Pygoscelis adelia polymavirus 1),N,Y,N,N,,Varsani _2015_J Gen Virol,Y
Polyomaviridae,,Magpie Polyomavirus,N,Y,N,Y,,Chang_2020_bioRxiv,N
Polyomaviridae ,Gammapolyomavirus,Anser anser polyomavirus 1 (Goose hemorrhagic polyomavirus),Y,Y,N,Y,,Guerin_2000_Jvirol,Y
Polyomaviridae ,Gammapolyomavirus,"Aves polyomavirus 1 (Budgerigar fledgling diesaes virus 1, 4, 5)",Y,Y,N,Y,,Kou_2008_AvDis,Y
Polyomaviridae ,Gammapolyomavirus,Avian polyomavirus /Pigeon,N,Y,N,Y,,Li_2019_MicrResAnnounc,N
Polyomaviridae ,Gammapolyomavirus,Corvus monedula polyomavirus 1 (Crow polyomavirus),Y,Y,N,Y,,Johne_2006_JVI,Y
Polyomaviridae ,Gammapolyomavirus,Cracticus torquatus polyomavirus 1  (Butcherbird polymavirus),N,Y,N,Y,,Benette_2014_VetMicro,Y
Polyomaviridae ,Gammapolyomavirus,Erythrura gouldiae polyomavirus 1   ,N,Y,N,Y,,Heenemann_2015_GenomeAnncounc,Y
Polyomaviridae ,Gammapolyomavirus,Lonchura maja polyomavirus 1   ,N,Y,N,Y,,Marton_2016_GenomeAnnoucn,Y
Polyomaviridae ,Gammapolyomavirus,Pyrrhula pyrrhula polyomavirus 1  (Finch polymavirus),Y,Y,N,Y,,Johne_2006_JVI,Y
Polyomaviridae ,Gammapolyomavirus,Serinus canaria polyomavirus 1   (Canary polymavirus),N,Y,N,Y,,Halani_2010_JGenVirol,Y
Poxviridae,Avipoxvirus,Avipoxvirus Berthelot's pipit/Tenerife/blue titpox/2006   ,Y,Y,N,Y,,Illera_2008_ParasitolRes,N
Poxviridae,Avipoxvirus,"Canary poxvirus (Brazilian penguin pox SC, Shearwater pox 2, Great Tit Pox, Stone Curlew Pox)",Y,Y,N,Y,,Tulman_2004_Jvirol,Y
Poxviridae,Avipoxvirus,Crowpox virus,Y,Y,N,Y,,Weli_2011_VirolJ; Tripathy_2000_JWD,N
Poxviridae,Avipoxvirus,Flamingo poxvirus,Y,Y,N,Y,,Mondal_2008_AvDis,Y
Poxviridae,Avipoxvirus,Fowlpoxvirus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Juncopox virus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,MagpiePox,N,Y,N,Y,,Sarker_2020_Virology,N
Poxviridae,Avipoxvirus,Mynahpox virus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Peacockpox virus,Y,Y,N,Y,,Weli_2011_VirolJ; Al Falluji_1979_JWD,N
Poxviridae,Avipoxvirus,Penguinpox virus,Y,Y,N,Y,,Weli_2011_VirolJ; Stannard_1998_JGEnVirol,N
Poxviridae,Avipoxvirus,Pigeon poxvirus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Psittacine poxvirus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Quail poxvirus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Sea Eagle Pox (white-tailed eagle/Hokkaido/JPN/2004)   ,N,Y,N,Y,,Saito_2009_AvDis,N
Poxviridae,Avipoxvirus,Shearwater pox 1,N,Y,N,Y,,Sarker_2017_BMC,N
Poxviridae,Avipoxvirus,Sparrowpox virus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Starlingpox virus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Turkey poxvirus,Y,Y,N,Y,,Weli_2011_VirolJ,Y
Poxviridae,Avipoxvirus,Vulture gryphus poxvirus,Y,Y,N,Y,,Kim_2003_VetMicro,N
Reoviridae,Coltivirus,Fennes Virus,N,Y,N,N,arbovirus,Wille_2020_ISME,N
Reoviridae,Orbivirus,"Chenuda virus (Baju Virus, Chenuda Virus, Essaouira virus, Huncho Virus, Kala Iris Virus, Mono Lake Virus, Sixgun City Virus",Y,Y,N,N,arbovirus,Taylor_1966_AmJTropMed,Y
Reoviridae,Orbivirus,"Great Island virus (Kemerovo Virus, Okhotskiy Virus, Nugget/Sandy Bay Virus)",Y,Y,Y,N,arbovirus,Major_2009_PloS; Doherty_1973_AmJTropMed,Y
Reoviridae,Orbivirus,Lake Claredon Virus,Y,Y,N,N,arbovirus,Humphery-Smith_1991_EpidInf,N
Reoviridae,Orbivirus,"Leri Virus (Leri Virus, Gomoka Virus, Arkonam Virus)",Y,Y,N,N,arbovirus,Zeller_1989_ArchVirol,Y
Reoviridae,Orbivirus,"Umatilla Virus (Llano Seco Virus, Minnal Virus, Netivor Virus)",Y,Y,N,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Reoviridae,Orthoreovirus,Avian orthoreovirus,Y,Y,N,Y,,Day_2007_InfeGenEvol,Y
Reoviridae,Orthoreovirus,Tvarminne avian virus,N,Y,N,Y,,Dandar_2020_JGenVirol,N
Reoviridae,Rotavirus,Duck Rotavirus G-like,N,Y,N,N,,Wille_2019_ISME,N
Reoviridae,Rotavirus,Grey Teal Rotavirus F-like,N,Y,N,N,,Wille_2019_ISME,N
Reoviridae,Rotavirus,Mawson Virus,N,Y,N,N,,Wille_2020_ISME,N
Reoviridae,Rotavirus,Rotavirus A,Y,Y,N,Y,,Otto_2006_AvDis,Y
Reoviridae,Rotavirus,Rotavirus D,Y,Y,N,Y,,Otto_2006_AvDis,Y
Reoviridae,Rotavirus,Rotavirus F,Y,Y,N,Y,,Otto_2006_AvDis,Y
Reoviridae,Rotavirus,Rotavirus G,Y,Y,N,Y,,Otto_2006_AvDis,Y
Reoviridae,Rotavirus,Ruddy Turnstone Rotavirus ,N,Y,N,N,,Wille_2018_Mol Ecol,N
Reoviridae,Rotavirus,Shackleton Virus,N,Y,N,N,,Wille_2020_ISME,N
Retroviridae,Alpharetrovirus,Avian carcinoma Mill Hill virus 2   ,Y,Y,N,Y,exogenous retrovirus,Hu_1978_Virology,Y
Retroviridae,Alpharetrovirus,"Avian leukosis virus (Avian endogenous virus, Avian erthroblastosis virus, Avian leukosis and sarcanoma virus)",Y,Y,Y,Y,exogenous retrovirus,Choudat_1996_OccupEviron Med,Y
Retroviridae,Alpharetrovirus,Avian myeloblastosis virus,Y,Y,N,Y,exogenous retrovirus,Perbal_2008_Retro,Y
Retroviridae,Alpharetrovirus,Avian myelocytomatosis virus 29  ,Y,Y,N,Y,exogenous retrovirus,Enrietto_1983_Cell,Y
Retroviridae,Alpharetrovirus,Avian sarcoma virus CT10   ,Y,Y,N,Y,exogenous retrovirus,Mayer_1988_Nature,Y
Retroviridae,Alpharetrovirus,Fujinami sarcoma virus  ,Y,Y,N,Y,exogenous retrovirus,Lee_1980_PNAS,Y
Retroviridae,Alpharetrovirus,Rous sarcoma virus,Y,Y,N,Y,exogenous retrovirus,Weiss_2011_JExpMed,Y
Retroviridae,Alpharetrovirus,UR2 sarcoma virus   ,Y,Y,N,Y,exogenous retrovirus,Neckameyer_1985_JVI,Y
Retroviridae,Alpharetrovirus,Y73 sarcoma virus (Avian sarcoma PR2257),Y,Y,N,Y,exogenous retrovirus,Yatsula_1994_JGenVirol,Y
Retroviridae,Gammaretrovirus,Chick syncytial virus,Y,Y,Y,Y,exogenous retrovirus,Cook_1969_JNatlCanInst,Y
Retroviridae,Gammaretrovirus,Reticuloendotheliosis viruses,Y,Y,Y,Y,exogenous retrovirus,Niewiadomska_2013_PlOS,Y
Retroviridae,Gammaretrovirus,Trager duck spleen necrosis virus,Y,Y,Y,Y,exogenous retrovirus,Kewalramani_1992_JVI,Y
Rhabodviridae,Hapavirus,Flanders Virus,Y,Y,N,N,arbovirus,Whitney_1964_TropMedHyg,Y
Rhabodviridae,Hapavirus,Hart Park Virus,Y,Y,N,N,arbovirus,McLean_2008_ArbovirusChapter,Y
Rhabodviridae,Hapavirus,Landjia virus,N,Y,N,N,,Walker_2015_Plos,Y
Rhabodviridae,Hapavirus,Mossuril Virus,N,Y,N,N,arbovirus; old virus but only recently sequenced?,Dacheux_2010_Jvirol; Kokernot_1962_AmJTropMed,Y
Rhabodviridae,Hapavirus,Wongabel Virus,Y,Y,N,N,arbovirus,Gubala_2008_Virolgy,Y
Rhabodviridae,Tupavirus,Duck Rhabdovirus,N,Y,N,N,,Wille_2018_Mol Ecol,N
Rhabodviridae,Tupavirus,Durham Virus,N,Y,N,Y,,Allison_2010_VirusRes,Y
Rhabodviridae,Tupavirus,Shelduck Rhabdovirus,N,Y,N,N,,Wille_2018_Mol Ecol,N
Rhabodviridae,Unassigned,Aruac virus,Y,Y,N,N,arbovirus; old virus but only recently sequenced?,Walker_2015_Plos; Spence_1966_AmJTropMed,Y
Rhabodviridae,Unassigned,Bangoran Virus,N,Y,N,N,arbovirus,Dacheux_2010_Jvirol,N
Rhabodviridae,Unassigned,Bimbo Virus,N,Y,N,N,,Dacheux_2010_Jvirol,N
